1:2350000:2725000	1:2762500:3656250
2:48345000:48863125	2:50527500:50772500
2:50527500:50772500	2:53105000:53640000
2:53105000:53640000	2:53900000:54310000
2:53900000:54310000	2:54322500:54675000
2:54322500:54675000	2:54705000:54962500
2:54705000:54962500	2:55235000:55947500
2:55235000:55947500	2:55970000:57787500
2:55970000:57787500	2:57837500:58822500
2:57837500:58822500	2:59842500:60910000
2:59842500:60910000	2:60920000:61255000
2:60920000:61255000	2:62127500:62655000
2:62127500:62655000	2:62660000:63052500
2:62660000:63052500	2:63145000:63328125
2:63145000:63328125	2:63800000:64117500
2:63800000:64117500	2:64127500:64555000
2:64127500:64555000	2:64560000:64742500
2:64560000:64742500	2:64812500:65137500
2:64812500:65137500	2:65482500:65842500
2:65482500:65842500	2:66361250:68250000
2:66361250:68250000	2:68255000:68532500
2:68255000:68532500	2:68672500:69292500
2:68672500:69292500	2:69310000:69557500
2:69310000:69557500	2:69562500:69950000
2:69562500:69950000	2:69955000:70100000
2:69955000:70100000	2:70110000:70532500
2:70110000:70532500	2:70537500:71233750
2:70537500:71233750	2:71497500:71777500
2:71497500:71777500	2:73272500:73440000
2:73272500:73440000	2:73445000:73915000
2:73445000:73915000	2:73942500:74440000
2:73942500:74440000	2:74445000:74667500
2:74445000:74667500	2:74672500:74883750
2:74672500:74883750	2:74891250:75127500
2:74891250:75127500	2:75162500:76050000
2:75162500:76050000	2:81725000:82032500
2:81725000:82032500	2:84072500:84635000
2:84072500:84635000	2:84640000:85451250
2:84640000:85451250	2:85570000:85845625
2:85570000:85845625	2:85851875:86432500
2:85851875:86432500	2:86466250:87370000
2:86466250:87370000	2:87990000:88487500
2:87990000:88487500	2:94640000:96096250
2:94640000:96096250	2:96586250:97881250
2:96586250:97881250	2:97918750:98875625
2:97918750:98875625	2:99007500:99180000
2:99007500:99180000	2:99210000:99907500
2:99210000:99907500	2:100146250:100867500
2:100146250:100867500	2:101125000:101610000
2:101125000:101610000	2:101615000:101812500
2:101615000:101812500	2:101845000:102560000
2:101845000:102560000	2:102577500:103490000
2:102577500:103490000	2:103692500:104773750
2:103692500:104773750	2:105622500:105867500
2:105622500:105867500	2:106152500:107235000
2:106152500:107235000	2:109042500:109321250
2:109042500:109321250	2:109343750:110586250
2:109343750:110586250	2:111290000:112310000
2:111290000:112310000	2:112350000:112518750
2:112350000:112518750	2:112586250:112800000
2:112586250:112800000	2:112805000:113217500
2:112805000:113217500	2:113342500:113492500
2:113342500:113492500	2:114359375:114752500
2:114359375:114752500	2:114830000:115467500
2:114830000:115467500	2:118520000:118770000
2:118520000:118770000	2:118775000:118952500
2:118775000:118952500	2:118957500:119650000
2:118957500:119650000	2:119700000:120037500
2:119700000:120037500	2:120047500:120280000
2:120047500:120280000	2:120372500:121127500
2:120372500:121127500	2:122030000:122607500
2:122030000:122607500	2:127257500:127812500
2:127257500:127812500	2:128465000:129005000
2:128465000:129005000	2:129447500:130818750
2:129447500:130818750	2:132797500:134582500
2:132797500:134582500	2:134597500:135212500
2:134597500:135212500	2:135307500:135682500
2:135307500:135682500	2:135687500:136570000
2:135687500:136570000	2:136605000:136872500
2:136605000:136872500	2:136877500:137187500
2:136877500:137187500	2:137197500:138570000
2:137197500:138570000	2:138575000:139697500
2:138575000:139697500	2:142720000:143627500
2:142720000:143627500	2:143717500:144045000
2:143717500:144045000	2:144050000:144465000
2:144050000:144465000	2:144510000:145775000
2:144510000:145775000	2:147660000:148682500
2:147660000:148682500	2:148687500:149262500
2:148687500:149262500	2:149272500:149867500
2:149272500:149867500	2:149872500:150452500
2:149872500:150452500	2:150457500:152092500
2:150457500:152092500	2:152097500:152290000
2:152097500:152290000	2:152300000:152890000
2:152300000:152890000	2:152900000:153612500
2:152900000:153612500	2:153852500:154477500
2:153852500:154477500	2:154962500:155507500
2:154962500:155507500	2:156785000:158067500
2:156785000:158067500	2:158077500:158350000
2:158077500:158350000	2:158355000:158882500
2:158355000:158882500	2:158887500:159717500
2:158887500:159717500	2:159730000:160887500
2:159730000:160887500	2:160905000:161977500
2:160905000:161977500	2:162339375:163267500
2:162339375:163267500	2:164620000:165142500
2:164620000:165142500	2:166117500:167082500
2:166117500:167082500	2:169810000:170097500
2:169810000:170097500	2:170317500:171005000
2:170317500:171005000	2:171070000:171747500
2:171070000:171747500	2:171752500:172402500
2:171752500:172402500	2:172407500:173000000
2:172407500:173000000	2:173005000:173625000
2:173005000:173625000	2:173640000:173807500
2:173640000:173807500	2:173830000:174167500
2:173830000:174167500	2:174187500:174585000
2:174187500:174585000	2:174722500:175235000
2:174722500:175235000	2:175557500:176097500
2:175557500:176097500	2:176517500:176762500
2:176517500:176762500	2:176920000:177335000
2:176920000:177335000	2:177517500:178017500
2:177517500:178017500	2:178022500:178197500
2:178022500:178197500	2:178202500:178927500
2:178202500:178927500	2:178942500:179215000
2:178942500:179215000	2:179240000:179560000
2:179240000:179560000	2:179607500:180072500
2:179607500:180072500	2:181922500:182422500
2:181922500:182422500	2:182965000:183502500
2:182965000:183502500	2:183507500:184127500
2:183507500:184127500	2:184321250:185880000
2:184321250:185880000	2:186722500:187288125
2:186722500:187288125	2:187342500:187677500
2:187342500:187677500	2:188080000:188357500
2:188080000:188357500	2:189895000:190295000
2:189895000:190295000	2:190300000:190507500
2:190300000:190507500	2:191160000:191637500
2:191160000:191637500	2:191707500:191902500
2:191707500:191902500	2:191907500:192017500
2:191907500:192017500	2:192022500:192402500
2:192022500:192402500	2:192407500:192642500
2:192407500:192642500	2:192680000:193140000
2:192680000:193140000	2:196176250:196912500
2:196176250:196912500	2:196927500:197555000
2:196927500:197555000	2:198645000:199057500
2:198645000:199057500	2:199237500:200302500
2:199237500:200302500	2:200672500:201427500
2:200672500:201427500	2:201552500:201672500
2:201552500:201672500	2:201695000:202047500
2:201695000:202047500	2:202105000:202350000
2:202105000:202350000	2:202705000:203077500
2:202705000:203077500	2:203345000:203695000
2:203345000:203695000	2:203812500:204112500
2:203812500:204112500	2:204152500:204797500
2:204152500:204797500	2:205497500:206842500
2:205497500:206842500	2:208540000:209037500
2:208540000:209037500	2:209347500:210665000
2:209347500:210665000	2:210765000:211170000
2:210765000:211170000	2:212190000:213342500
2:212190000:213342500	2:213622500:214050000
2:213622500:214050000	2:215380000:216117500
2:215380000:216117500	2:216122500:216817500
2:216122500:216817500	2:217547500:218647500
2:217547500:218647500	2:218670000:218965000
2:218670000:218965000	2:218970000:219631875
2:218970000:219631875	2:219865000:220468750
2:219865000:220468750	2:223532500:223867500
2:223532500:223867500	2:224822500:225182500
2:224822500:225182500	2:226207500:226545000
2:226207500:226545000	2:226550000:227972500
2:226550000:227972500	2:228185000:228730000
2:228185000:228730000	2:230612500:230792500
2:230612500:230792500	2:230797500:231692500
2:230797500:231692500	2:231697500:231927500
2:231697500:231927500	2:231940000:232471875
2:231940000:232471875	2:232712500:233377500
2:232712500:233377500	2:233392500:233901250
2:233392500:233901250	2:233913750:234550625
2:233913750:234550625	2:235497500:236090000
2:235497500:236090000	2:237172500:237482500
2:237172500:237482500	2:237487500:238015000
2:237487500:238015000	2:238042500:238317500
2:238042500:238317500	2:238322500:238482500
2:238322500:238482500	2:238710000:239242500
2:238710000:239242500	2:239255000:239447500
2:239255000:239447500	2:239797500:240375000
2:239797500:240375000	2:240400000:240987500
2:240400000:240987500	2:241427500:241732500
2:241427500:241732500	2:241912500:242183750
2:241912500:242183750	2:242201250:243027500
2:242201250:243027500	20:57500:500000
20:57500:500000	20:732500:945000
20:732500:945000	20:1197500:1470000
20:1197500:1470000	20:1487500:1780000
20:1487500:1780000	20:1895000:2210000
20:1895000:2210000	20:2432500:2632500
20:2432500:2632500	20:2637500:3015000
20:2637500:3015000	20:3027500:3187500
20:3027500:3187500	20:3670000:4077500
20:3670000:4077500	20:4082500:4550000
20:4082500:4550000	20:4555000:4702500
20:4555000:4702500	20:4707500:5095000
20:4707500:5095000	20:5230000:5462500
20:5230000:5462500	20:5467500:5787500
20:5467500:5787500	20:5792500:6132500
20:5792500:6132500	20:7812500:8897500
20:7812500:8897500	20:9815000:10410000
20:9815000:10410000	20:10415000:10662500
20:10415000:10662500	20:14035000:15168125
20:14035000:15168125	20:18597500:18941250
20:18597500:18941250	20:19140000:19725000
20:19140000:19725000	20:20012500:20580000
20:20012500:20580000	20:20790000:21675000
20:20790000:21675000	20:21930000:23297500
20:21930000:23297500	20:23302500:23647500
20:23302500:23647500	20:23700000:24095000
20:23700000:24095000	20:24127500:24905000
20:24127500:24905000	20:29981250:30207500
20:29981250:30207500	20:30212500:30327500
20:30212500:30327500	20:30332500:30635625
20:30332500:30635625	20:30671875:31255000
20:30671875:31255000	20:31460000:31922500
20:31460000:31922500	20:31947500:32255000
20:31947500:32255000	20:32312500:32845000
20:32312500:32845000	20:32850000:33395000
20:32850000:33395000	20:34073750:34542500
20:34073750:34542500	20:34547500:34795000
20:34547500:34795000	20:35077500:35563750
20:35077500:35563750	20:35817500:36187500
20:35817500:36187500	20:37207500:37737500
20:37207500:37737500	20:37887500:38786250
20:37887500:38786250	20:39312500:39577500
20:39312500:39577500	20:39582500:39732500
20:39582500:39732500	20:39737500:40012500
20:39737500:40012500	20:40045000:40380000
20:40045000:40380000	20:40385000:41172500
20:40385000:41172500	20:42042500:42785000
20:42042500:42785000	20:42952500:43375000
20:42952500:43375000	20:43507500:43775000
20:43507500:43775000	20:43915000:44097500
20:43915000:44097500	20:44197500:44417500
20:44197500:44417500	20:44442500:44608750
20:44442500:44608750	20:44616250:45482500
20:44616250:45482500	20:45765000:46023750
20:45765000:46023750	20:46031250:46295000
20:46031250:46295000	20:46300000:47240000
20:46300000:47240000	20:47245000:47560000
20:47245000:47560000	20:47565000:47947500
20:47565000:47947500	20:47952500:48147500
20:47952500:48147500	20:48216250:48580625
20:48216250:48580625	20:48785000:49087500
20:48785000:49087500	20:49092500:49260000
20:49092500:49260000	20:49385000:49587500
20:49385000:49587500	20:49592500:49952500
20:49592500:49952500	20:49968125:50375000
20:49968125:50375000	20:50772500:52045000
20:50772500:52045000	20:52172500:52727500
20:52172500:52727500	20:54890000:55147500
20:54890000:55147500	20:55872500:56077500
20:55872500:56077500	20:56082500:56782500
20:56082500:56782500	20:56787500:57035000
20:56787500:57035000	20:57040000:57380000
20:57040000:57380000	20:58165000:58877500
20:58165000:58877500	20:59070000:60550000
20:59070000:60550000	20:60555000:60796250
20:60555000:60796250	20:61002500:61475000
20:61002500:61475000	20:61495000:61680000
20:61495000:61680000	20:62126250:62912500
20:62126250:62912500	21:14406875:16137500
21:14406875:16137500	21:16142500:17042500
21:16142500:17042500	21:17467500:17762500
21:17467500:17762500	21:18062500:18700000
21:18062500:18700000	21:18705000:18962500
21:18705000:18962500	21:18967500:19363750
21:18967500:19363750	21:22500000:23225000
21:22500000:23225000	21:25192500:25565000
21:25192500:25565000	21:26777500:26912500
21:26777500:26912500	21:26940000:27187500
21:26940000:27187500	21:27197500:27602500
21:27197500:27602500	21:27681250:28130000
21:27681250:28130000	21:29837500:30185000
21:29837500:30185000	21:30452500:30870000
21:30452500:30870000	21:31507500:32120000
21:31507500:32120000	21:32165000:32457500
21:32165000:32457500	21:32462500:33030000
21:32462500:33030000	21:33117500:33650000
21:33117500:33650000	21:33717500:33995000
21:33717500:33995000	21:34150000:34557500
21:34150000:34557500	21:34562500:35012500
21:34562500:35012500	21:35065000:35767500
21:35065000:35767500	21:35782500:36040000
21:35782500:36040000	21:36045000:36430000
21:36045000:36430000	21:37500000:37795000
21:37500000:37795000	21:37805000:38412500
21:37805000:38412500	21:38480000:38962500
21:38480000:38962500	21:40025000:40545000
21:40025000:40545000	21:40550000:40875000
21:40550000:40875000	21:40897500:41127500
21:40897500:41127500	21:41132500:42357500
21:41132500:42357500	21:42545000:43157500
21:42545000:43157500	21:43202500:43550000
21:43202500:43550000	21:43555000:43707500
21:43555000:43707500	21:43982500:44307500
21:43982500:44307500	21:45215625:45412500
21:45215625:45412500	21:45540000:45762500
21:45540000:45762500	21:45861250:46237500
21:45861250:46237500	21:46352500:46570000
21:46352500:46570000	21:46872500:47413750
21:46872500:47413750	22:17497500:18082500
22:17497500:18082500	22:18297500:18712500
22:18297500:18712500	22:19706250:19950000
22:19706250:19950000	22:20615000:21117500
22:20615000:21117500	22:22026250:22233750
22:22026250:22233750	22:23297500:23512500
22:23297500:23512500	22:24241250:24613750
22:24241250:24613750	22:24657500:25025000
22:24657500:25025000	22:25670000:26202500
22:25670000:26202500	22:26212500:26760000
22:26212500:26760000	22:28207500:28420000
22:28207500:28420000	22:28425000:28972500
22:28425000:28972500	22:29245000:29655000
22:29245000:29655000	22:29717500:30485000
22:29717500:30485000	22:30490000:30660000
22:30490000:30660000	22:30672500:30997500
22:30672500:30997500	22:31322500:31825000
22:31322500:31825000	22:32182500:32377500
22:32182500:32377500	22:32392500:32907500
22:32392500:32907500	22:32912500:33447500
22:32912500:33447500	22:35617500:35970000
22:35617500:35970000	22:35992500:36522500
22:35992500:36522500	22:36687500:36927500
22:36687500:36927500	22:37140000:37437500
22:37140000:37437500	22:37442500:37630000
22:37442500:37630000	22:38377500:38792500
22:38377500:38792500	22:39257500:39551250
22:39257500:39551250	22:39917500:40435000
22:39917500:40435000	22:40440000:40795000
22:40440000:40795000	22:40805000:40907500
22:40805000:40907500	22:40912500:41067500
22:40912500:41067500	22:41072500:41300000
22:41072500:41300000	22:41305000:41697500
22:41305000:41697500	22:42057500:42357500
22:42057500:42357500	22:42362500:42977500
22:42362500:42977500	22:43052500:43587500
22:43052500:43587500	22:43597500:43807500
22:43597500:43807500	22:44307500:45202500
22:44307500:45202500	22:45997500:46382500
22:45997500:46382500	22:46507500:46760000
22:46507500:46760000	22:47215000:47571250
22:47215000:47571250	22:47685000:48727500
22:47685000:48727500	22:50137500:50327500
22:50137500:50327500	3:2757500:3232500
3:2757500:3232500	3:3327500:4307500
3:3327500:4307500	3:4312500:4700000
3:4312500:4700000	3:4717500:5157500
3:4717500:5157500	3:5162500:5292500
3:5162500:5292500	3:7762500:8757500
3:7762500:8757500	3:8946875:9377500
3:8946875:9377500	3:9387500:9640625
3:9387500:9640625	3:9769375:10367500
3:9769375:10367500	3:10372500:10822500
3:10372500:10822500	3:11160000:11945000
3:11160000:11945000	3:11957500:12545000
3:11957500:12545000	3:13107500:13527500
3:13107500:13527500	3:13690000:13927500
3:13690000:13927500	3:13932500:14237500
3:13932500:14237500	3:14257500:14662500
3:14257500:14662500	3:15170000:15472500
3:15170000:15472500	3:15487500:15632500
3:15487500:15632500	3:16297500:16612500
3:16297500:16612500	3:16617500:17302500
3:16617500:17302500	3:17307500:17477500
3:17307500:17477500	3:17492500:17902500
3:17492500:17902500	3:17907500:18312500
3:17907500:18312500	3:19907500:20410625
3:19907500:20410625	3:23040000:23840000
3:23040000:23840000	3:24533125:25392500
3:24533125:25392500	3:25562500:26022500
3:25562500:26022500	3:26200000:27085000
3:26200000:27085000	3:27287500:27725000
3:27287500:27725000	3:27735000:28440000
3:27735000:28440000	3:29002500:29962500
3:29002500:29962500	3:30015000:30805000
3:30015000:30805000	3:30810000:32007500
3:30810000:32007500	3:32402500:32547500
3:32402500:32547500	3:32552500:32795000
3:32552500:32795000	3:32967500:33162500
3:32967500:33162500	3:33627500:33907500
3:33627500:33907500	3:36682500:37012500
3:36682500:37012500	3:37027500:37502500
3:37027500:37502500	3:39085000:39530000
3:39085000:39530000	3:41922500:42152500
3:41922500:42152500	3:42157500:42277500
3:42157500:42277500	3:42282500:42535000
3:42282500:42535000	3:43852500:44322500
3:43852500:44322500	3:44327500:44510000
3:44327500:44510000	3:44532500:45052500
3:44532500:45052500	3:45495000:45695000
3:45495000:45695000	3:45757500:45972500
3:45757500:45972500	3:46517500:46727500
3:46517500:46727500	3:46951250:47442500
3:46951250:47442500	3:47490000:47862500
3:47490000:47862500	3:47867500:48220000
3:47867500:48220000	3:48225000:48675625
3:48225000:48675625	3:49525000:49722500
3:49525000:49722500	3:50600000:51430000
3:50600000:51430000	3:51522500:51952500
3:51522500:51952500	3:51967500:52192500
3:51967500:52192500	3:52230000:52557500
3:52230000:52557500	3:52565000:52730000
3:52565000:52730000	3:52742500:53135000
3:52742500:53135000	3:56512500:57066875
3:56512500:57066875	3:57075625:57382500
3:57075625:57382500	3:57531250:57953750
3:57531250:57953750	3:57971250:58167500
3:57971250:58167500	3:58275000:58596250
3:58275000:58596250	3:59117500:59547500
3:59117500:59547500	3:59552500:59847500
3:59552500:59847500	3:60765000:61405625
3:60765000:61405625	3:62340000:62580000
3:62340000:62580000	3:63342500:63724375
3:63342500:63724375	3:64022500:64522500
3:64022500:64522500	3:64727500:65890000
3:64727500:65890000	3:66247500:66970000
3:66247500:66970000	3:67342500:67867500
3:67342500:67867500	3:67872500:69020000
3:67872500:69020000	3:69025000:69155000
3:69025000:69155000	3:69165000:69500000
3:69165000:69500000	3:70055000:70495000
3:70055000:70495000	3:70512500:70962500
3:70512500:70962500	3:70985000:71740000
3:70985000:71740000	3:71922500:72962500
3:71922500:72962500	3:72967500:73162500
3:72967500:73162500	3:73177500:73622500
3:73177500:73622500	3:76060000:77457500
3:76060000:77457500	3:81435000:82260000
3:81435000:82260000	3:86332500:86522500
3:86332500:86522500	3:87140000:88332500
3:87140000:88332500	3:88550000:89215000
3:88550000:89215000	3:89402500:91256250
3:89402500:91256250	3:92758750:93847500
3:92758750:93847500	3:93997500:94749375
3:93997500:94749375	3:96332500:97332500
3:96332500:97332500	3:97415000:97757500
3:97415000:97757500	3:98027500:98465000
3:98027500:98465000	3:99492500:99992500
3:99492500:99992500	3:100002500:100510000
3:100002500:100510000	3:101405000:101980000
3:101405000:101980000	3:101985000:102357500
3:101985000:102357500	3:102517500:103822500
3:102517500:103822500	3:104162500:105277500
3:104162500:105277500	3:105295000:105567500
3:105295000:105567500	3:105592500:106407500
3:105592500:106407500	3:107577500:108212500
3:107577500:108212500	3:108372500:108830000
3:108372500:108830000	3:109136250:110050000
3:109136250:110050000	3:110762500:111252500
3:110762500:111252500	3:111257500:111375000
3:111257500:111375000	3:111406250:111785000
3:111406250:111785000	3:111790000:112287500
3:111790000:112287500	3:112292500:112747500
3:112292500:112747500	3:112762500:113157500
3:112762500:113157500	3:113162500:113307500
3:113162500:113307500	3:113312500:113545000
3:113312500:113545000	3:113795000:114175000
3:113795000:114175000	3:114722500:114912500
3:114722500:114912500	3:114932500:115647500
3:114932500:115647500	3:118525000:118855000
3:118525000:118855000	3:119447500:119942500
3:119447500:119942500	3:119947500:120272500
3:119947500:120272500	3:120277500:120665000
3:120277500:120665000	3:121120000:121582500
3:121120000:121582500	3:122447500:123005000
3:122447500:123005000	3:123025000:123430000
3:123025000:123430000	3:123515000:124265000
3:123515000:124265000	3:124270000:124427500
3:124270000:124427500	3:124432500:124632500
3:124432500:124632500	3:124637500:125433750
3:124637500:125433750	3:126235000:126787500
3:126235000:126787500	3:126797500:127275000
3:126797500:127275000	3:127280000:127742500
3:127280000:127742500	3:127747500:128335000
3:127747500:128335000	3:128340000:128605000
3:128340000:128605000	3:128673750:129067500
3:128673750:129067500	3:129332500:129810625
3:129332500:129810625	3:129844375:130332500
3:129844375:130332500	3:130367500:130582500
3:130367500:130582500	3:130740000:131370000
3:130740000:131370000	3:132122500:132442500
3:132122500:132442500	3:132447500:133131875
3:132447500:133131875	3:133146250:133402500
3:133146250:133402500	3:133790000:134350000
3:133790000:134350000	3:134457500:135637500
3:134457500:135637500	3:135737500:136006250
3:135737500:136006250	3:136013750:136782500
3:136013750:136782500	3:136795000:137777500
3:136795000:137777500	3:138775000:139122500
3:138775000:139122500	3:139127500:139415000
3:139127500:139415000	3:139695000:140592500
3:139695000:140592500	3:140597500:140927500
3:140597500:140927500	3:140960000:141172500
3:140960000:141172500	3:141177500:141292500
3:141177500:141292500	3:141297500:141685000
3:141297500:141685000	3:142277500:142483750
3:142277500:142483750	3:142491250:142755000
3:142491250:142755000	3:142772500:143502500
3:142772500:143502500	3:143507500:143725000
3:143507500:143725000	3:143730000:144430000
3:143730000:144430000	3:145820000:146532500
3:145820000:146532500	3:148585000:149032500
3:148585000:149032500	3:149207500:149497500
3:149207500:149497500	3:149575000:149970000
3:149575000:149970000	3:149987500:150245000
3:149987500:150245000	3:150250000:150610000
3:150250000:150610000	3:150872500:151090000
3:150872500:151090000	3:151147500:151685000
3:151147500:151685000	3:151690000:152317500
3:151690000:152317500	3:156247500:157087500
3:156247500:157087500	3:157252500:157747500
3:157252500:157747500	3:157752500:158350000
3:157752500:158350000	3:158355000:158562500
3:158355000:158562500	3:160297500:160700000
3:160297500:160700000	3:167007500:167702500
3:167007500:167702500	3:169450000:169900000
3:169450000:169900000	3:169905000:170132500
3:169905000:170132500	3:170137500:170587500
3:170137500:170587500	3:170610000:171330000
3:170610000:171330000	3:171347500:171537500
3:171347500:171537500	3:171630000:172177500
3:171630000:172177500	3:172182500:172550000
3:172182500:172550000	3:173532500:173875000
3:173532500:173875000	3:175925000:176305000
3:175925000:176305000	3:176670000:178277500
3:176670000:178277500	3:178292500:178690000
3:178292500:178690000	3:179510000:180272500
3:179510000:180272500	3:180277500:180820000
3:180277500:180820000	3:181547500:182412500
3:181547500:182412500	3:183135000:183597500
3:183135000:183597500	3:183602500:184055000
3:183602500:184055000	3:184062500:184267500
3:184062500:184267500	3:184272500:184545000
3:184272500:184545000	3:185339375:185517500
3:185339375:185517500	3:186542500:186922500
3:186542500:186922500	3:186927500:187442500
3:186927500:187442500	3:187447500:188692500
3:187447500:188692500	3:189742500:190124375
3:189742500:190124375	3:190148750:190525000
3:190148750:190525000	3:191485000:192005000
3:191485000:192005000	3:192495000:193162500
3:192495000:193162500	3:193295000:194047500
3:193295000:194047500	3:194160000:194342500
3:194160000:194342500	3:194347500:194987500
3:194347500:194987500	3:195015000:195287500
3:195015000:195287500	3:195725000:195932500
3:195725000:195932500	3:195937500:196290000
3:195937500:196290000	3:196701250:196925000
3:196701250:196925000	3:196930000:197320000
3:196930000:197320000	4:22500:577500
4:22500:577500	4:666875:986875
4:666875:986875	4:1010625:1479375
4:1010625:1479375	4:2742500:3082500
4:2742500:3082500	4:3087500:3558750
4:3087500:3558750	4:4452500:4582500
4:4452500:4582500	4:4600000:5987500
4:4600000:5987500	4:6110000:6355625
4:6110000:6355625	4:6542500:6897500
4:6542500:6897500	4:6902500:7122500
4:6902500:7122500	4:7723750:8122500
4:7723750:8122500	4:9353750:10567500
4:9353750:10567500	4:11316875:11815000
4:11316875:11815000	4:11950000:12675000
4:11950000:12675000	4:13667500:14443750
4:13667500:14443750	4:15155000:15702500
4:15155000:15702500	4:16017500:16312500
4:16017500:16312500	4:16582500:17482500
4:16582500:17482500	4:17487500:17645000
4:17487500:17645000	4:17812500:18718125
4:17812500:18718125	4:20350000:20692500
4:20350000:20692500	4:20742500:21267500
4:20742500:21267500	4:22400000:22812500
4:22400000:22812500	4:25107500:25497500
4:25107500:25497500	4:25692500:26365625
4:25692500:26365625	4:35952500:36452500
4:35952500:36452500	4:36595000:37425000
4:36595000:37425000	4:37565000:37787500
4:37565000:37787500	4:37792500:38050000
4:37792500:38050000	4:38055000:38820000
4:38055000:38820000	4:38887500:39187500
4:38887500:39187500	4:39452500:39999375
4:39452500:39999375	4:40008125:40370000
4:40008125:40370000	4:41235000:41687500
4:41235000:41687500	4:41912500:42267500
4:41912500:42267500	4:47365000:47640000
4:47365000:47640000	4:47645000:47972500
4:47645000:47972500	4:47985000:48527500
4:47985000:48527500	4:48577500:50312500
4:48577500:50312500	4:51897500:52930000
4:51897500:52930000	4:53197500:53895000
4:53197500:53895000	4:53955000:54357500
4:53955000:54357500	4:54362500:54755000
4:54362500:54755000	4:54760000:55152500
4:54760000:55152500	4:55162500:56050000
4:55162500:56050000	4:56907500:57217500
4:56907500:57217500	4:58435000:59382500
4:58435000:59382500	4:68260000:68630000
4:68260000:68630000	4:69085000:69411250
4:69085000:69411250	4:69557500:70170000
4:69557500:70170000	4:70450000:70790000
4:70450000:70790000	4:70820000:71430000
4:70820000:71430000	4:71435000:71910000
4:71435000:71910000	4:72180000:72661250
4:72180000:72661250	4:73887500:74207500
4:73887500:74207500	4:75007500:75201250
4:75007500:75201250	4:75208750:75655000
4:75208750:75655000	4:76377500:76795000
4:76377500:76795000	4:77070000:77325000
4:77070000:77325000	4:77335000:77677500
4:77335000:77677500	4:78582500:78867500
4:78582500:78867500	4:79482500:79887500
4:79482500:79887500	4:79930000:80770000
4:79930000:80770000	4:80807500:81175000
4:80807500:81175000	4:81185000:82212500
4:81185000:82212500	4:82285000:82845000
4:82285000:82845000	4:83370000:83712500
4:83370000:83712500	4:83717500:83937500
4:83717500:83937500	4:83942500:84412500
4:83942500:84412500	4:84417500:84572500
4:84417500:84572500	4:84577500:85487500
4:84577500:85487500	4:86102500:87262500
4:86102500:87262500	4:87362500:87787500
4:87362500:87787500	4:87792500:88052500
4:87792500:88052500	4:88057500:88195000
4:88057500:88195000	4:88902500:89105000
4:88902500:89105000	4:89115000:89445000
4:89115000:89445000	4:89450000:90032500
4:89450000:90032500	4:90037500:90400000
4:90037500:90400000	4:90560000:91092500
4:90560000:91092500	4:94236875:94657500
4:94236875:94657500	4:96073750:96525000
4:96073750:96525000	4:98960000:99905000
4:98960000:99905000	4:100031875:100415000
4:100031875:100415000	4:100420000:100940000
4:100420000:100940000	4:100967500:101702500
4:100967500:101702500	4:101775000:102060000
4:101775000:102060000	4:102065000:102785000
4:102065000:102785000	4:104807500:105192500
4:104807500:105192500	4:107130000:107330000
4:107130000:107330000	4:108276250:108632500
4:108276250:108632500	4:108670000:108842500
4:108670000:108842500	4:108847500:109092500
4:108847500:109092500	4:109097500:109592500
4:109097500:109592500	4:109637500:110325000
4:109637500:110325000	4:110330000:110915000
4:110330000:110915000	4:110920000:111520000
4:110920000:111520000	4:111657500:112870000
4:111657500:112870000	4:112937500:113217500
4:112937500:113217500	4:113232500:113723125
4:113232500:113723125	4:114167500:114690000
4:114167500:114690000	4:114695000:115312500
4:114695000:115312500	4:116010000:116877500
4:116010000:116877500	4:118352500:119200000
4:118352500:119200000	4:119445000:119827500
4:119445000:119827500	4:119882500:120437500
4:119882500:120437500	4:120987500:121527500
4:120987500:121527500	4:121600000:122365000
4:121600000:122365000	4:123667500:123893750
4:123667500:123893750	4:125344375:126225000
4:125344375:126225000	4:127280000:127775000
4:127280000:127775000	4:127902500:128400000
4:127902500:128400000	4:128515000:128785000
4:128515000:128785000	4:138995000:139557500
4:138995000:139557500	4:139912500:140545000
4:139912500:140545000	4:142132500:142927500
4:142132500:142927500	4:142937500:143850000
4:142937500:143850000	4:144095000:144500000
4:144095000:144500000	4:144995000:145985000
4:144995000:145985000	4:145990000:146540000
4:145990000:146540000	4:147127500:147475000
4:147127500:147475000	4:147610000:148182500
4:147610000:148182500	4:148455000:148813750
4:148455000:148813750	4:148821250:149505000
4:148821250:149505000	4:151167500:151965000
4:151167500:151965000	4:152182500:152586250
4:152182500:152586250	4:152598750:153347500
4:152598750:153347500	4:153352500:153687500
4:153352500:153687500	4:153702500:153997500
4:153702500:153997500	4:154062500:154237500
4:154062500:154237500	4:154242500:154682500
4:154242500:154682500	4:154687500:155065000
4:154687500:155065000	4:155445000:155562500
4:155445000:155562500	4:155702500:156345000
4:155702500:156345000	4:156977500:158100000
4:156977500:158100000	4:159515000:160405000
4:159515000:160405000	4:160590000:162792500
4:160590000:162792500	4:163942500:164377500
4:163942500:164377500	4:164702500:165667500
4:164702500:165667500	4:166002500:166437500
4:166002500:166437500	4:166522500:167400000
4:166522500:167400000	4:169047500:169795000
4:169047500:169795000	4:169800000:170510000
4:169800000:170510000	4:170515000:170700000
4:170515000:170700000	4:170710000:171050000
4:170710000:171050000	4:171252500:173792500
